Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
847,male,group D,associate's degree,free/reduced,none,married,never,yes,2.0,school_bus,< 5,67,71,69
848,female,group A,master's degree,standard,none,married,sometimes,no,2.0,private,> 10,60,63,56
849,male,group E,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,69,64,62
853,female,group B,some college,standard,completed,married,never,yes,4.0,school_bus,< 5,78,84,90
854,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,76,54,64
856,female,group C,associate's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,77,86,88
859,female,group E,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,76,82,80
860,male,group D,bachelor's degree,standard,none,married,never,yes,5.0,school_bus,> 10,89,89,96
862,male,group C,some college,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,71,71,68
864,female,group C,high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,59,80,77
866,female,group B,associate's degree,standard,completed,widowed,sometimes,yes,3.0,private,5 - 10,64,83,81
867,male,group B,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,75,74,69
868,male,group C,master's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,69,66,67
871,female,group E,high school,standard,none,married,regularly,no,1.0,private,< 5,85,93,89
873,male,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,96,87,83
874,female,group D,some college,standard,none,married,regularly,yes,1.0,private,> 10,75,79,83
875,male,group A,some high school,free/reduced,none,divorced,regularly,no,4.0,private,> 10,56,45,44
880,female,group E,high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,90,93,88
881,female,group B,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,89,92,95
885,female,group C,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,75,88,84
886,male,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,48,46,48
888,male,group D,bachelor's degree,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,94,95,98
889,female,group E,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,71,82,77
890,male,group D,some college,standard,completed,divorced,regularly,yes,3.0,school_bus,< 5,80,65,79
892,male,group C,some high school,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,77,76,77
893,female,group B,associate's degree,standard,none,married,regularly,yes,5.0,private,< 5,72,82,80
894,female,group E,high school,standard,completed,single,sometimes,no,3.0,private,5 - 10,65,75,81
896,male,group E,associate's degree,standard,none,married,regularly,yes,1.0,private,> 10,89,72,71
897,male,group B,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,75,64,63
900,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,70,73,67
902,female,group C,some high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,68,83,75
903,female,group D,some high school,standard,none,married,never,no,2.0,school_bus,< 5,78,74,80
904,male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,71,76,63
907,male,group B,bachelor's degree,standard,none,single,sometimes,no,1.0,private,5 - 10,65,70,65
908,female,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,75,62,69
909,male,group C,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,> 10,82,75,75
910,female,group C,master's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,< 5,78,92,89
912,male,group D,some high school,standard,none,married,sometimes,no,2.0,private,< 5,64,65,60
913,female,group D,some college,standard,none,married,regularly,no,1.0,school_bus,< 5,53,55,57
914,female,group B,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,61,67,65
915,female,group C,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,47,56,61
916,female,group B,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5,85,88,98
917,male,group C,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,60,58,52
918,male,group E,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,85,82,67
919,male,group B,some college,standard,completed,divorced,regularly,no,3.0,private,< 5,63,69,68
921,male,group A,high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,< 5,43,43,40
922,female,group D,high school,free/reduced,completed,single,never,yes,3.0,private,> 10,53,71,77
923,male,group D,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,71,65,61
927,female,group C,some high school,standard,none,single,never,yes,0.0,school_bus,> 10,52,62,58
929,male,group C,some college,standard,completed,married,sometimes,yes,1.0,private,< 5,78,75,75
931,male,group C,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,57,50,51
933,male,group D,some college,free/reduced,none,single,regularly,yes,2.0,private,5 - 10,48,55,56
935,male,group C,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,64,60,54
936,female,group E,high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,73,73,65
937,male,group B,some high school,free/reduced,completed,single,sometimes,yes,5.0,school_bus,< 5,60,54,50
939,female,group C,some high school,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,53,58,64
941,female,group C,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,55,72,66
942,male,group B,high school,free/reduced,none,married,never,yes,2.0,private,5 - 10,53,60,51
943,male,group C,master's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,> 10,68,64,59
944,male,group C,bachelor's degree,standard,completed,married,regularly,yes,2.0,private,< 5,81,78,79
946,female,group C,some college,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,31,40,42
947,female,group B,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,90,97,94
950,female,group B,some college,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,62,74,69
951,male,group E,some high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,60,60,60
952,male,group B,some high school,standard,completed,married,never,yes,6.0,school_bus,5 - 10,68,60,63
953,female,group B,high school,standard,none,divorced,sometimes,yes,3.0,private,> 10,85,98,94
954,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,> 10,49,55,52
956,male,group B,some college,standard,none,divorced,never,no,3.0,school_bus,> 10,55,55,51
959,female,group E,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,64,68,60
960,male,group D,associate's degree,standard,completed,single,regularly,yes,0.0,private,< 5,55,47,52
961,male,group B,high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,58,57,51
964,female,group C,some college,standard,none,divorced,sometimes,yes,2.0,private,< 5,62,67,67
965,female,group C,some high school,standard,completed,single,regularly,no,1.0,private,> 10,83,83,88
966,male,group C,some college,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,69,61,63
970,male,group D,high school,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,62,56,57
975,male,group D,some high school,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,55,46,48
977,female,group D,high school,standard,completed,divorced,regularly,yes,0.0,school_bus,< 5,45,44,50
980,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,67,84,81
981,female,group E,bachelor's degree,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,62,78,77
982,female,group D,associate's degree,standard,completed,single,regularly,yes,2.0,school_bus,< 5,60,84,82
984,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,< 5,59,52,59
985,female,group E,high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,83,85,88
989,male,group B,associate's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,56,56,51
990,female,group D,master's degree,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,82,91,97
995,female,group B,associate's degree,standard,none,married,never,yes,3.0,private,5 - 10,75,88,85
996,male,group D,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,> 10,62,60,61
998,female,group C,some college,free/reduced,none,married,regularly,yes,2.0,private,> 10,53,66,58
999,female,group C,associate's degree,standard,completed,divorced,never,yes,0.0,school_bus,5 - 10,65,88,78
1,female,group E,associate's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,79,74,74
2,male,group D,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,73,59,65
3,female,group A,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,70,82,79
5,male,group C,high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,58,66,60
8,female,group C,some college,standard,none,married,sometimes,yes,4.0,private,< 5,68,69,68
9,male,group C,some high school,standard,none,single,sometimes,no,4.0,school_bus,5 - 10,73,72,73
10,male,group B,bachelor's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,95,100,98
13,male,group B,high school,free/reduced,none,divorced,never,yes,4.0,private,< 5,42,49,39
14,female,group B,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,< 5,64,76,74
15,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,55,58,55
19,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,73,83,81
20,female,group C,some college,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,62,65,61
22,female,group C,master's degree,standard,none,married,regularly,yes,0.0,school_bus,> 10,72,74,83
23,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,33,28,30
24,male,group D,some high school,standard,completed,married,never,yes,4.0,school_bus,5 - 10,76,62,68
25,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,32,58,54
26,female,group A,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,72,90,86
27,female,group D,associate's degree,free/reduced,none,married,regularly,yes,0.0,private,> 10,51,63,59
29,male,group E,master's degree,standard,none,divorced,never,yes,4.0,school_bus,< 5,94,97,95
30,male,group D,high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,85,77,72
35,male,group A,some high school,free/reduced,none,widowed,sometimes,yes,2.0,private,5 - 10,21,39,29
36,male,group E,high school,standard,none,divorced,regularly,no,1.0,school_bus,> 10,68,58,52
40,male,group C,some high school,free/reduced,none,single,sometimes,no,3.0,private,5 - 10,75,78,68
41,male,group C,high school,standard,none,divorced,regularly,no,2.0,private,< 5,77,69,71
42,female,group E,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,70,75,73
43,female,group E,some college,standard,completed,single,sometimes,yes,2.0,private,> 10,85,91,91
44,male,group A,some high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,44,47,45
45,female,group B,high school,standard,none,married,never,yes,1.0,school_bus,< 5,63,79,69
47,female,group C,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,57,68,62
51,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,70,62,65
52,female,group A,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,60,71,62
54,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,59,71,75
57,male,group E,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,63,65,54
59,female,group D,some college,standard,completed,single,never,yes,2.0,private,5 - 10,79,97,97
60,female,group D,high school,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,58,86,79
61,male,group E,high school,standard,none,single,regularly,no,1.0,private,> 10,68,52,50
62,female,group C,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,70,82,80
63,male,group B,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,58,39,40
69,male,group A,some high school,standard,none,married,sometimes,yes,5.0,school_bus,< 5,82,79,74
70,male,group D,bachelor's degree,standard,completed,single,regularly,yes,3.0,private,< 5,58,58,68
71,female,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,39,41,44
72,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,4.0,school_bus,5 - 10,60,64,58
77,male,group C,some college,standard,completed,single,regularly,yes,1.0,private,5 - 10,69,64,66
78,female,group E,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,58,48,53
79,male,group A,associate's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,80,80,75
80,male,group D,associate's degree,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,40,34,33
81,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,3.0,private,5 - 10,74,59,68
82,male,group E,some college,standard,none,single,never,no,2.0,school_bus,> 10,76,69,65
85,male,group C,high school,standard,completed,divorced,sometimes,no,2.0,private,< 5,64,66,62
86,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,73,72,71
87,male,group C,high school,standard,none,single,never,yes,2.0,private,5 - 10,73,69,61
90,male,group C,some high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,66,71,64
91,male,group B,high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,71,68,66
92,male,group D,some college,free/reduced,completed,single,never,yes,1.0,school_bus,< 5,76,70,71
94,female,group C,some college,free/reduced,none,married,regularly,no,4.0,private,> 10,55,65,65
95,male,group E,high school,standard,none,married,regularly,no,3.0,school_bus,< 5,87,74,73
96,female,group D,bachelor's degree,standard,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,91,100,100
97,male,group E,some high school,standard,completed,married,sometimes,yes,4.0,private,> 10,85,79,78
98,female,group C,some high school,standard,none,married,regularly,yes,2.0,private,> 10,51,60,59
99,female,group C,high school,standard,completed,married,sometimes,yes,2.0,private,< 5,50,63,63
100,female,group D,high school,free/reduced,completed,married,never,yes,1.0,private,< 5,71,97,92
101,male,group C,associate's degree,free/reduced,none,married,regularly,yes,5.0,school_bus,5 - 10,41,22,24
102,female,group E,bachelor's degree,standard,completed,widowed,never,no,2.0,school_bus,5 - 10,94,94,97
103,male,group B,some college,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,44,44,39
105,female,group A,some high school,standard,completed,single,sometimes,no,1.0,private,> 10,70,80,74
106,female,group C,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,59,78,85
107,female,group E,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,90,98,98
108,female,group D,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,46,65,65
109,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,51,49,48
110,female,group D,some college,free/reduced,none,single,sometimes,yes,5.0,private,5 - 10,36,43,47
112,female,group D,some high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,57,67,69
114,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,84,94,91
115,male,group A,some high school,standard,completed,single,regularly,no,5.0,private,> 10,58,45,54
116,male,group C,associate's degree,free/reduced,none,single,sometimes,no,2.0,private,> 10,55,47,43
117,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,42,56,57
119,female,group E,bachelor's degree,standard,none,single,regularly,yes,0.0,school_bus,< 5,87,99,93
120,female,group B,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,42,50,49
121,male,group C,some high school,standard,none,married,regularly,yes,0.0,private,5 - 10,67,56,56
122,female,group C,high school,standard,completed,married,regularly,yes,0.0,school_bus,< 5,64,65,69
123,female,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,private,5 - 10,75,89,84
125,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2.0,private,< 5,65,61,53
127,male,group D,associate's degree,standard,none,single,never,yes,3.0,private,5 - 10,67,65,67
128,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,36,39,32
129,female,group A,some high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,50,64,61
130,female,group C,high school,free/reduced,none,married,never,yes,0.0,school_bus,5 - 10,58,69,67
131,female,group E,associate's degree,free/reduced,none,widowed,sometimes,no,2.0,private,5 - 10,75,88,80
132,male,group E,some high school,standard,none,married,regularly,yes,4.0,private,< 5,85,67,62
133,male,group C,associate's degree,free/reduced,completed,divorced,never,yes,1.0,school_bus,> 10,91,86,81
135,male,group D,some college,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,89,86,87
136,female,group C,high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,82,87,93
137,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,64,70,72
138,female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,67,68,70
139,female,group D,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,82,83,88
140,female,group A,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,78,76,77
141,female,group C,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,63,76,80
142,female,group D,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,55,61,66
143,male,group B,some college,standard,none,married,regularly,no,4.0,private,5 - 10,67,61,58
144,female,group E,associate's degree,standard,completed,widowed,regularly,yes,3.0,school_bus,5 - 10,70,82,85
145,male,group D,some college,free/reduced,none,divorced,never,yes,1.0,school_bus,5 - 10,58,65,65
147,female,group D,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,58,71,74
148,male,group B,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,42,36,33
149,female,group B,some college,standard,completed,married,regularly,yes,1.0,private,5 - 10,58,73,75
150,male,group D,some high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,78,78,79
151,female,group C,high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10,82,91,91
152,female,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,54,65,66
153,male,group E,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10,67,50,58
156,male,group C,high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,68,78,78
158,female,group D,bachelor's degree,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,84,98,98
159,male,group D,some high school,standard,completed,single,sometimes,no,3.0,school_bus,< 5,58,65,62
161,male,group B,associate's degree,free/reduced,completed,single,regularly,no,2.0,school_bus,< 5,80,76,77
162,male,group E,high school,free/reduced,none,single,never,no,1.0,private,5 - 10,85,89,76
164,male,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,90,71,71
166,male,group D,some college,standard,none,single,regularly,no,2.0,private,> 10,83,81,82
167,male,group A,associate's degree,standard,completed,divorced,regularly,no,5.0,school_bus,< 5,65,69,65
168,male,group B,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,64,56,56
170,male,group E,some high school,standard,completed,married,regularly,yes,1.0,private,< 5,98,91,88
171,female,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,70,75,82
173,male,group D,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,64,69,66
174,female,group D,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,51,56,63
175,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,72,87,86
176,male,group D,high school,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,55,55,58
177,female,group B,bachelor's degree,standard,none,single,regularly,yes,3.0,private,5 - 10,93,100,100
178,female,group C,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,74,91,84
179,male,group C,associate's degree,standard,none,single,regularly,yes,1.0,private,> 10,85,75,73
180,male,group C,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,46,48,45
182,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,< 5,50,52,51
184,male,group E,some high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,59,67,56
186,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,68,78,72
187,female,group C,some college,free/reduced,none,married,regularly,yes,5.0,school_bus,> 10,55,63,62
190,female,group D,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,94,95,98
191,female,group D,high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,86,95,92
193,male,group B,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,60,51,55
195,male,group C,master's degree,standard,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,63,71,70
196,male,group C,some college,free/reduced,none,divorced,never,no,7.0,private,5 - 10,65,65,67
199,male,group D,high school,standard,completed,married,sometimes,no,1.0,school_bus,< 5,88,90,86
201,female,group E,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,68,84,86
202,male,group B,some college,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,80,76,80
204,male,group E,some high school,free/reduced,none,married,never,yes,2.0,private,< 5,60,65,56
205,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,59,71,67
206,female,group B,some college,free/reduced,none,single,sometimes,yes,4.0,private,5 - 10,67,81,80
208,female,group B,high school,standard,none,married,never,no,2.0,private,5 - 10,73,80,78
214,female,group B,high school,standard,none,married,regularly,no,1.0,school_bus,> 10,66,79,69
218,female,group E,master's degree,standard,completed,single,sometimes,yes,0.0,private,< 5,92,100,100
219,male,group D,master's degree,standard,completed,married,regularly,yes,0.0,private,> 10,85,88,92
220,male,group C,some college,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,57,56,50
222,female,group B,high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,63,69,70
223,male,group C,some college,standard,completed,divorced,regularly,no,3.0,school_bus,5 - 10,67,74,71
225,female,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,86,84,91
226,female,group B,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,51,59,59
228,female,group B,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,< 5,49,47,50
229,male,group C,associate's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,78,77,84
230,male,group D,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,83,80,86
231,male,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,84,77,73
233,female,group E,some college,free/reduced,completed,married,never,no,5.0,school_bus,< 5,40,53,52
234,female,group C,some high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,67,66,69
235,female,group C,some high school,standard,none,married,never,yes,5.0,private,< 5,57,69,70
236,male,group A,some high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,67,58,59
237,female,group E,some college,free/reduced,completed,married,regularly,no,5.0,school_bus,5 - 10,56,78,77
238,female,group C,bachelor's degree,free/reduced,none,widowed,regularly,no,1.0,private,5 - 10,74,86,88
243,male,group D,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,private,5 - 10,87,82,87
245,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,> 10,63,68,70
246,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,56,64,73
247,female,group E,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,83,86,87
248,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,79,77,80
251,male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,82,73,73
252,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,> 10,55,61,61
253,male,group D,master's degree,standard,none,married,never,yes,1.0,private,< 5,79,74,66
256,female,group E,some college,standard,none,single,sometimes,yes,5.0,private,5 - 10,79,82,85
257,female,group C,high school,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,63,70,74
258,male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,85,76,75
259,female,group E,some high school,standard,completed,divorced,regularly,no,2.0,private,5 - 10,53,63,63
262,male,group E,some high school,free/reduced,none,single,never,no,1.0,school_bus,5 - 10,60,53,50
264,female,group D,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,72,86,82
265,male,group B,some college,standard,completed,single,never,no,2.0,private,5 - 10,77,78,79
267,male,group D,some college,standard,none,married,sometimes,yes,5.0,school_bus,< 5,56,53,51
270,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,2.0,private,> 10,76,71,70
272,male,group E,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,> 10,85,71,73
275,female,group C,master's degree,standard,none,married,regularly,yes,4.0,private,5 - 10,86,82,86
276,male,group B,associate's degree,free/reduced,completed,single,regularly,yes,1.0,private,5 - 10,77,76,78
277,female,group B,some high school,standard,none,married,regularly,no,2.0,private,< 5,78,85,77
278,male,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,97,94,89
279,female,group B,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,71,69,71
280,female,group E,some college,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,71,71,70
281,male,group B,master's degree,standard,none,married,sometimes,no,3.0,school_bus,< 5,62,64,63
282,female,group C,some college,standard,none,married,sometimes,no,3.0,private,< 5,75,85,88
284,male,group B,some high school,free/reduced,completed,married,never,yes,1.0,school_bus,< 5,72,74,73
286,male,group E,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,76,66,61
287,female,group A,bachelor's degree,standard,none,married,regularly,yes,3.0,private,> 10,82,83,90
290,male,group C,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,87,71,75
291,female,group A,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,88,98,94
294,male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,84,76,79
296,female,group D,some high school,standard,none,married,sometimes,yes,4.0,private,< 5,70,79,74
299,male,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,63,68,61
301,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,89,83,82
303,male,group C,associate's degree,free/reduced,completed,single,regularly,yes,0.0,school_bus,5 - 10,65,62,67
304,male,group C,some college,standard,completed,married,sometimes,no,3.0,private,> 10,89,88,83
305,female,group E,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,41,66,66
306,male,group A,high school,standard,none,married,regularly,yes,1.0,private,5 - 10,76,72,67
307,male,group A,some high school,standard,none,divorced,regularly,yes,2.0,private,> 10,81,77,72
308,female,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,78,78
309,male,group B,some college,standard,none,married,never,yes,1.0,school_bus,> 10,64,63,67
311,female,group B,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,71,88,81
314,male,group B,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,53,49,46
316,female,group D,associate's degree,standard,completed,divorced,sometimes,no,3.0,school_bus,> 10,91,100,100
317,male,group A,some high school,standard,completed,married,regularly,yes,4.0,private,< 5,76,81,77
318,male,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,private,> 10,61,66,61
319,female,group A,some college,standard,none,married,sometimes,yes,0.0,private,> 10,87,92,98
320,female,group C,some high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,78,89,88
321,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,55,60,57
322,male,group B,associate's degree,standard,completed,single,sometimes,no,5.0,school_bus,< 5,79,74,76
324,female,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,80,79,85
327,male,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,71,58,58
328,male,group C,some college,standard,completed,single,never,yes,2.0,school_bus,< 5,60,61,64
330,female,group C,associate's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,65,70,69
331,male,group C,associate's degree,free/reduced,completed,widowed,never,yes,3.0,private,> 10,89,85,83
